obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
UKG-1922,8206e959-1e42-11e4-b4cd-db5882bf8def,200,UKG,Bonar Law,1922-10-24,1923-05-20,Regular,Retired Due to Ill Health,Regular,0,OK,M,1858,1923,1858-09-16,1923-10-30,NA,0,2.1,0,0,NA,NA
FRN-1879-2,820b7d4e-1e42-11e4-b4cd-db5882bf8def,220,FRN,Freycinet,1879-12-29,1880-09-19,Regular,Regular,Regular,0,OK,M,1828,1923,NA,NA,http://dbpedia.org/resource/Charles_de_Freycinet,0,1,0,0,NA,NA
FRN-1882-1,820b7d4e-1e42-11e4-b4cd-db5882bf8def,220,FRN,Freycinet,1882-01-31,1882-07-29,Regular,Regular,Regular,1,OK,M,1828,1923,NA,NA,http://dbpedia.org/resource/Charles_de_Freycinet,0,1,0,0,NA,NA
FRN-1886-1,820b7d4e-1e42-11e4-b4cd-db5882bf8def,220,FRN,Freycinet,1886-01-07,1886-12-03,Regular,Regular,Regular,2,OK,M,1828,1923,NA,NA,http://dbpedia.org/resource/Charles_de_Freycinet,0,1,0,0,NA,NA
FRN-1890,820b7d4e-1e42-11e4-b4cd-db5882bf8def,220,FRN,Freycinet,1890-03-17,1892-02-20,Regular,Regular,Regular,3,OK,M,1828,1923,NA,NA,http://dbpedia.org/resource/Charles_de_Freycinet,0,1,0,0,NA,NA
FRN-1892-2,820bdeff-1e42-11e4-b4cd-db5882bf8def,220,FRN,Ribot,1892-12-06,1893-04-04,Regular,Regular,Regular,0,OK,M,1842,1923,NA,NA,http://dbpedia.org/resource/Alexandre_Ribot,0,1,0,0,NA,NA
FRN-1893-1,820bdf00-1e42-11e4-b4cd-db5882bf8def,220,FRN,Dupuy,1893-04-04,1893-11-25,Regular,Regular,Regular,0,OK,M,1851,1923,1851-11-05,1923-07-23,http://dbpedia.org/resource/Charles_Dupuy,0,1,0,0,NA,NA
FRN-1894,820bdf00-1e42-11e4-b4cd-db5882bf8def,220,FRN,Dupuy,1894-05-30,1895-01-14,Regular,Regular,Regular,1,OK,M,1851,1923,1851-11-05,1923-07-23,http://dbpedia.org/resource/Charles_Dupuy,0,1,0,0,NA,NA
FRN-1895-1,820bdeff-1e42-11e4-b4cd-db5882bf8def,220,FRN,Ribot,1895-01-27,1895-10-28,Regular,Regular,Regular,1,OK,M,1842,1923,NA,NA,http://dbpedia.org/resource/Alexandre_Ribot,0,1,0,0,NA,NA
FRN-1898-2,820bdf00-1e42-11e4-b4cd-db5882bf8def,220,FRN,Dupuy,1898-10-31,1899-06-12,Regular,Regular,Regular,2,OK,M,1851,1923,1851-11-05,1923-07-23,http://dbpedia.org/resource/Charles_Dupuy,0,1,0,0,NA,NA
FRN-1917-1,820bdeff-1e42-11e4-b4cd-db5882bf8def,220,FRN,Ribot,1917-03-20,1917-09-07,Regular,Regular,Regular,2,OK,M,1842,1923,NA,NA,http://dbpedia.org/resource/Alexandre_Ribot,0,1,0,0,NA,NA
SPN-1919-3,82116720-1e42-11e4-b4cd-db5882bf8def,230,SPN,Allende Salazar,1919-12-12,1920-05-05,Regular,Regular,Regular,0,OK,M,1856,1923,NA,NA,NA,0,1,0,0,NA,NA
SPN-1921-2,82116720-1e42-11e4-b4cd-db5882bf8def,230,SPN,Allende Salazar,1921-03-13,1921-08-14,Regular,Regular,Regular,1,OK,M,1856,1923,NA,NA,NA,0,1,0,0,NA,NA
GRC-1913,821ca82e-1e42-11e4-b4cd-db5882bf8def,350,GRC,Konstantinos I,1913-03-18,1917-06-12,Irregular,Foreign,Unknown,0,Exile,M,1868,1923,NA,NA,http://dbpedia.org/resource/Constantine_I_of_Greece,1,4,-999,1,NA,NA
GRC-1920-2,821ca82e-1e42-11e4-b4cd-db5882bf8def,350,GRC,Konstantinos I,1920-12-11,1922-09-27,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1868,1923,NA,NA,http://dbpedia.org/resource/Constantine_I_of_Greece,0,3,6,1,NA,NA
NOR-1920,822631c6-1e42-11e4-b4cd-db5882bf8def,385,NOR,Halvorsen,1920-06-20,1921-06-22,Regular,Regular,Regular,0,OK,M,1872,1923,1872-05-28,NA,NA,0,1,0,0,NA,NA
NOR-1923-1,822631c6-1e42-11e4-b4cd-db5882bf8def,385,NOR,Halvorsen,1923-03-05,1923-05-23,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1872,1923,1872-05-28,NA,NA,0,2,0,-777,NA,NA
DEN-1894,822725f5-1e42-11e4-b4cd-db5882bf8def,390,DEN,Reedtz-Thott,1894-08-07,1897-05-23,Regular,Regular,Regular,0,OK,M,1839,1923,NA,NA,http://dbpedia.org/resource/Tage_Reedtz-Thott,0,1,0,0,NA,NA
AFG-1879-1,82429dc2-1e42-11e4-b4cd-db5882bf8def,700,AFG,Mohammad Ya`qub Khan,1879-02-21,1879-10-12,Regular,Foreign,Unknown,0,Exile,M,1849,1923,NA,NA,NA,0,4,-999,1,NA,NA
MON-1922,82448617-1e42-11e4-b4cd-db5882bf8def,712,MON,Sukhebaatur,1922-01-07,1923-02-23,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1893,1923,1893-02-02,1923-02-23,NA,0,2,0,-777,NA,NA
JPN-1922,82460cbd-1e42-11e4-b4cd-db5882bf8def,740,JPN,"Kato, Tomosaburo",1922-06-11,1923-08-24,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1859,1923,NA,NA,NA,0,2,0,-777,NA,NA
USA-1913,81dd2320-1e42-11e4-b4cd-db5882bf8def,2,USA,Wilson,1913-03-04,1921-03-04,Regular,Regular,Regular,0,OK,M,1856,1924,NA,NA,http://dbpedia.org/resource/Woodrow_Wilson,0,1,0,0,NA,NA
GUA-1898,81e52611-1e42-11e4-b4cd-db5882bf8def,90,GUA,Estrada-Cabrera,1898-02-08,1920-04-15,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Imprisonment,M,1857,1924,1857-11-21,NA,http://dbpedia.org/resource/Manuel_Estrada_Cabrera,0,3,4,2,NA,NA
HON-1920,81e6acbc-1e42-11e4-b4cd-db5882bf8def,91,HON,Lopez-Gutierrez,1920-02-01,1924-02-01,Regular,Irregular,"Removed by Military, without Foreign Support",0,Missing: Natural Death within Six Months of Losing Office,M,1855,1924,NA,NA,http://dbpedia.org/resource/Rafael_L%C3%B3pez_Guti%C3%A9rrez,0,3,6,-777,NA,NA
COS-1889,81ea1bb4-1e42-11e4-b4cd-db5882bf8def,94,COS,Carlos Duran Cartin,1889-11-07,1890-05-08,Regular,Regular,Regular,0,Missing: No Information Found,M,1852,1924,1852-11-12,1924-11-23,NA,0,1,0,-666,NA,NA
COS-1894,81ea1bb6-1e42-11e4-b4cd-db5882bf8def,94,COS,Rafael Yglesias Castro,1894-05-08,1902-05-08,Regular,Regular,Regular,0,OK,M,1861,1924,1861-04-18,NA,NA,0,1,0,0,Son-in-law of Jose Joaquin Rodriguez%81ea1bb5-1e42-11e4-b4cd-db5882bf8def,NA
COS-1919-2,81eadf04-1e42-11e4-b4cd-db5882bf8def,94,COS,Barquero,1919-09-06,1919-09-06,Irregular,Regular,Regular,0,Missing: No Information Found,M,1857,1924,NA,NA,NA,1,1,0,-666,NA,NA
VEN-1899,81f58da3-1e42-11e4-b4cd-db5882bf8def,101,VEN,Cipriano Castro,1899-10-21,1908-12-10,Irregular,Irregular,Unknown,0,Exile,M,1858,1924,1858-10-12,NA,http://dbpedia.org/resource/Cipriano_Castro,1,3,-999,1,NA,NA
PER-1975,81fa5269-1e42-11e4-b4cd-db5882bf8def,135,PER,Morales Bermudez,1975-08-30,1980-07-28,Irregular,Regular,Regular,0,OK,M,1921,-777,1921-10-04,NA,http://dbpedia.org/resource/Francisco_Morales_Berm%C3%BAdez,1,1,0,0,Grandson of Bermudez%81f8fc9d-1e42-11e4-b4cd-db5882bf8def,1
BRA-1909,81fb15c4-1e42-11e4-b4cd-db5882bf8def,140,BRA,Pecanha,1909-06-14,1910-11-15,Regular,Regular,Regular,0,OK,M,1867,1924,1867-10-02,NA,http://dbpedia.org/resource/Nilo_Pe%C3%A7anha,0,1,0,0,NA,NA
PER-1985,81fa8346-1e42-11e4-b4cd-db5882bf8def,135,PER,Garcia Perez,1985-07-28,1990-07-28,Regular,Regular,Regular,0,OK,M,1949,-777,1949-05-23,NA,NA,0,1,0,0,NA,NA
PER-1990,81fa8347-1e42-11e4-b4cd-db5882bf8def,135,PER,Fujimori,1990-07-28,2000-11-22,Regular,Regular,Regular,0,Exile,M,1938,-777,1938-07-28,NA,NA,0,1,0,1,NA,NA
POR-1910,82125b46-1e42-11e4-b4cd-db5882bf8def,235,POR,Braga,1910-10-05,1911-08-24,Irregular,Regular,Regular,0,OK,M,1843,1924,NA,NA,http://dbpedia.org/resource/Te%C3%B3filo_Braga,1,1,0,0,NA,NA
PER-2001,81fab41a-1e42-11e4-b4cd-db5882bf8def,135,PER,Alejandro Toledo,2001-07-28,2006-07-28,Regular,Regular,Regular,0,OK,M,1946,-777,NA,NA,NA,0,1,0,0,NA,NA
PER-2006,81fa8346-1e42-11e4-b4cd-db5882bf8def,135,PER,Garcia Perez,2006-07-28,2011-07-28,Regular,Regular,Regular,1,OK,M,1949,-777,NA,NA,NA,0,1,0,0,NA,NA
PER-2011,8250bb58-1e42-11e4-b4cd-db5882bf8def,135,PER,Ollanta Humala,2011-07-28,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1962,-777,1962-06-27,NA,NA,0,-888,-888,-888,NA,NA
POR-1915-1,82125b46-1e42-11e4-b4cd-db5882bf8def,235,POR,Braga,1915-05-29,1915-10-05,Regular,Regular,Regular,1,OK,M,1843,1924,NA,NA,http://dbpedia.org/resource/Te%C3%B3filo_Braga,0,1,0,0,NA,NA
ITA-1898,8218a6b4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Pelloux,1898-06-29,1900-06-18,Regular,Regular,Regular,0,OK,M,1839,1924,1839-03-01,1924-10-26,http://dbpedia.org/resource/Luigi_Pelloux,0,1,0,0,NA,NA
RUS-1917,822047ff-1e42-11e4-b4cd-db5882bf8def,365,RUS,Lenin,1917-11-07,1923-03-10,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1870,1924,1870-04-22,1924-01-21,NA,1,2,0,-777,NA,NA
DEN-1900,822725f7-1e42-11e4-b4cd-db5882bf8def,390,DEN,Sehested,1900-04-24,1901-07-24,Regular,Regular,Regular,0,OK,M,1842,1924,1842-11-16,NA,NA,0,1,0,0,NA,NA
IRN-1907,823cb3f6-1e42-11e4-b4cd-db5882bf8def,630,IRN,Mohammed Ali Shah,1907-01-08,1909-07-16,Regular,Regular,Regular,0,Exile,M,1872,1924,1872-06-21,NA,NA,0,1,0,1,NA,NA
MON-1923,8244b6e6-1e42-11e4-b4cd-db5882bf8def,712,MON,Danzin,1923-02-23,1924-08-26,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Death,M,1885,1924,NA,1924-08-30,NA,0,3,8,3,NA,NA
JPN-1891,8245ab19-1e42-11e4-b4cd-db5882bf8def,740,JPN,Matsukata,1891-05-06,1892-08-08,Regular,Regular,Regular,0,OK,M,1835,1924,NA,NA,http://dbpedia.org/resource/Matsukata_Masayoshi,0,1,0,0,NA,NA
JPN-1896,8245ab19-1e42-11e4-b4cd-db5882bf8def,740,JPN,Matsukata,1896-09-18,1897-04-14,Regular,Regular,Regular,1,OK,M,1835,1924,NA,NA,http://dbpedia.org/resource/Matsukata_Masayoshi,0,1,0,0,NA,NA
JPN-1897-2,8245ab19-1e42-11e4-b4cd-db5882bf8def,740,JPN,Matsukata,1897-06-08,1898-01-12,Regular,Regular,Regular,2,OK,M,1835,1924,NA,NA,http://dbpedia.org/resource/Matsukata_Masayoshi,0,1,0,0,NA,NA
VEN-1898-2,81f58da2-1e42-11e4-b4cd-db5882bf8def,101,VEN,Andrade,1898-02-28,1899-10-20,Irregular,Irregular,Unknown,0,Exile,M,1839,1925,NA,NA,http://dbpedia.org/resource/Ignacio_Andrade,1,3,-999,1,NA,NA
BOL-1896,81fd2eec-1e42-11e4-b4cd-db5882bf8def,145,BOL,Fernandez Alonso,1896-08-15,1899-10-06,Regular,Irregular,Unknown,0,Exile,M,1849,1925,1849-08-15,NA,NA,0,3,-999,1,NA,NA
FRN-1895-2,820c0fd0-1e42-11e4-b4cd-db5882bf8def,220,FRN,Bourgeois,1895-11-01,1896-04-22,Regular,Regular,Regular,0,OK,M,1851,1925,NA,NA,http://dbpedia.org/resource/L%C3%A9on_Bourgeois,0,1,0,0,NA,NA
FRN-1896,820c0fd1-1e42-11e4-b4cd-db5882bf8def,220,FRN,Meline,1896-04-29,1898-06-14,Regular,Regular,Regular,0,OK,M,1838,1925,NA,NA,http://dbpedia.org/resource/Jules_M%C3%A9line,0,1,0,0,NA,NA
FRN-1914,820c7178-1e42-11e4-b4cd-db5882bf8def,220,FRN,Viviani,1914-06-09,1915-10-29,Regular,Regular,Regular,0,OK,M,1863,1925,NA,NA,http://dbpedia.org/resource/Ren%C3%A9_Viviani,0,1,0,0,NA,NA
SWZ-1916,820e59cd-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Decoppet,1916-01-01,1916-12-31,Regular,Regular,Regular,0,OK,M,1862,1925,1862-06-04,NA,NA,0,1,0,0,NA,NA
SPN-1903-2,8210a3c6-1e42-11e4-b4cd-db5882bf8def,230,SPN,Maura y Montaner,1903-12-06,1904-12-16,Regular,Regular,Regular,0,OK,M,1853,1925,1853-05-02,NA,NA,0,1,0,0,NA,NA
SPN-1907,8210a3c6-1e42-11e4-b4cd-db5882bf8def,230,SPN,Maura y Montaner,1907-01-24,1909-10-21,Regular,Regular,Regular,1,OK,M,1853,1925,1853-05-02,NA,NA,0,1,0,0,NA,NA
SPN-1918-1,8210a3c6-1e42-11e4-b4cd-db5882bf8def,230,SPN,Maura y Montaner,1918-03-22,1918-11-09,Regular,Regular,Regular,2,OK,M,1853,1925,1853-05-02,NA,NA,0,1,0,0,NA,NA
SPN-1919-1,8210a3c6-1e42-11e4-b4cd-db5882bf8def,230,SPN,Maura y Montaner,1919-04-14,1919-07-20,Regular,Regular,Regular,3,OK,M,1853,1925,1853-05-02,NA,NA,0,1,0,0,NA,NA
SPN-1921-3,8210a3c6-1e42-11e4-b4cd-db5882bf8def,230,SPN,Maura y Montaner,1921-08-14,1922-03-08,Regular,Regular,Regular,4,OK,M,1853,1925,1853-05-02,NA,NA,0,1,0,0,NA,NA
SPN-1922-1,82116722-1e42-11e4-b4cd-db5882bf8def,230,SPN,Sanchez Guerra,1922-03-08,1922-12-05,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1859,1925,NA,NA,NA,0,3,8,1,NA,NA
GMY-1918,82131e95-1e42-11e4-b4cd-db5882bf8def,255,GMY,Ebert,1918-11-09,1919-02-11,Irregular,Regular,Regular,0,OK,M,1871,1925,1871-02-04,1925-02-28,http://dbpedia.org/resource/Friedrich_Ebert,1,1,0,0,NA,NA
LAT-1921,82219dd3-1e42-11e4-b4cd-db5882bf8def,367,LAT,Meierovics,1921-06-17,1923-01-31,Regular,Regular,Regular,0,OK,M,1887,1925,NA,NA,http://dbpedia.org/resource/Zigfr%C4%ABds_Anna_Meierovics,0,1,0,0,NA,NA
LAT-1923-2,82219dd3-1e42-11e4-b4cd-db5882bf8def,367,LAT,Meierovics,1923-06-28,1924-01-26,Regular,Regular,Regular,1,OK,M,1887,1925,NA,NA,http://dbpedia.org/resource/Zigfr%C4%ABds_Anna_Meierovics,0,1,0,0,NA,NA
SWD-1920-1,82256e76-1e42-11e4-b4cd-db5882bf8def,380,SWD,Branting,1920-03-06,1920-10-22,Regular,Regular,Regular,0,OK,M,1860,1925,1860-11-23,1925-02-24,http://dbpedia.org/resource/Hjalmar_Branting,0,1,0,0,NA,NA
SWD-1921-2,82256e76-1e42-11e4-b4cd-db5882bf8def,380,SWD,Branting,1921-10-13,1923-04-06,Regular,Regular,Regular,1,OK,M,1860,1925,1860-11-23,1925-02-24,http://dbpedia.org/resource/Hjalmar_Branting,0,1,0,0,NA,NA
SWD-1924,82256e76-1e42-11e4-b4cd-db5882bf8def,380,SWD,Branting,1924-10-18,1925-01-24,Regular,Retired Due to Ill Health,Regular,2,Missing: Natural Death within Six Months of Losing Office,M,1860,1925,1860-11-23,1925-02-24,http://dbpedia.org/resource/Hjalmar_Branting,0,2.1,0,-777,NA,NA
NOR-1905,822600f3-1e42-11e4-b4cd-db5882bf8def,385,NOR,Michelsen,1905-03-02,1907-10-28,Regular,Regular,Regular,0,OK,M,1857,1925,1857-03-15,1925-06-28,http://dbpedia.org/resource/Christian_Michelsen,0,1,0,0,NA,NA
BRA-1969-1,81fc6b99-1e42-11e4-b4cd-db5882bf8def,140,BRA,Military Junta,1969-09-01,1969-10-25,Irregular,Regular,Regular,0,OK,M,-999,-999,NA,NA,NA,1,1,0,0,NA,NA
TRA-1902,823a0857-1e42-11e4-b4cd-db5882bf8def,563,TRA,Milner,1902-06-21,1905-04-01,Foreign Imposition,Regular,Regular,0,OK,M,1854,1925,NA,NA,NA,2,1,0,0,NA,NA
OFS-1902,823a392d-1e42-11e4-b4cd-db5882bf8def,564,OFS,Milner,1902-06-23,1905-04-01,Foreign Imposition,Regular,Regular,0,OK,M,1854,1925,NA,NA,NA,2,1,0,0,NA,NA
CHN-1912-1,8243c2c6-1e42-11e4-b4cd-db5882bf8def,710,CHN,Sun Yat-sen,1912-01-12,1912-02-15,Irregular,Regular,Regular,0,OK,M,1866,1925,1866-11-12,NA,http://dbpedia.org/resource/Sun_Yat-sen,1,1,0,0,NA,NA
BRA-1985,81fccd40-1e42-11e4-b4cd-db5882bf8def,140,BRA,Sarnay,1985-03-21,1990-03-15,Regular,Regular,Regular,0,OK,M,1930,-777,1930-04-30,NA,NA,0,1,0,0,NA,NA
BRA-1990,81fccd41-1e42-11e4-b4cd-db5882bf8def,140,BRA,Mello,1990-03-15,1992-10-02,Regular,Regular,Regular,0,OK,M,1949,-777,1949-08-12,NA,http://dbpedia.org/resource/Fernando_Collor_de_Mello,0,1,0,0,NA,NA
THI-1910,824a6fde-1e42-11e4-b4cd-db5882bf8def,800,THI,Rama VI,1910-10-23,1925-11-26,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1881,1925,1881-01-01,1925-11-26,NA,0,2,0,-777,NA,NA
BRA-1995,81fcfe14-1e42-11e4-b4cd-db5882bf8def,140,BRA,Cardoso,1995-01-01,2003-01-01,Regular,Regular,Regular,0,OK,M,1931,-777,1931-06-18,NA,http://dbpedia.org/resource/Fernando_Henrique_Cardoso,0,1,0,0,NA,NA
BRA-2003,81fcfe15-1e42-11e4-b4cd-db5882bf8def,140,BRA,Lula da Silva,2003-01-01,2011-01-01,Regular,Regular,Regular,0,OK,M,1945,-777,NA,NA,http://dbpedia.org/resource/Luiz_In%C3%A1cio_Lula_da_Silva,0,1,0,0,NA,NA
BRA-2011,8250bb59-1e42-11e4-b4cd-db5882bf8def,140,BRA,Rousseff,2011-01-01,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,F,1947,-777,1947-12-14,NA,NA,0,-888,-888,-888,NA,NA
NEW-1912-2,824ea235-1e42-11e4-b4cd-db5882bf8def,920,NEW,Massey,1912-07-10,1925-05-10,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1856,1925,1856-03-26,NA,http://dbpedia.org/resource/William_Massey,0,2,0,-777,NA,NA
GUA-1921,81e556e2-1e42-11e4-b4cd-db5882bf8def,90,GUA,"Orellana, J.",1921-12-07,1926-09-26,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1872,1926,1872-07-11,NA,NA,1,2,0,-777,NA,NA
HON-1894,81e67be8-1e42-11e4-b4cd-db5882bf8def,91,HON,P. Bonilla,1894-02-22,1899-02-01,Irregular,Regular,Regular,0,OK,M,1858,1926,NA,NA,NA,1,1,0,0,NA,NA
HON-1911,81e6acba-1e42-11e4-b4cd-db5882bf8def,91,HON,Bertrand,1911-03-28,1912-02-02,Irregular,Regular,Regular,0,OK,M,1866,1926,NA,NA,NA,1,1,0,0,NA,NA
HON-1913,81e6acba-1e42-11e4-b4cd-db5882bf8def,91,HON,Bertrand,1913-03-20,1915-07-28,Regular,Regular,Regular,1,OK,M,1866,1926,NA,NA,NA,0,1,0,0,NA,NA
HON-1916,81e6acba-1e42-11e4-b4cd-db5882bf8def,91,HON,Bertrand,1916-02-01,1919-09-09,Regular,Irregular,"Removed by Military, without Foreign Support",2,Exile,M,1866,1926,NA,NA,NA,0,3,6,1,NA,NA
HON-1919,81e67be6-1e42-11e4-b4cd-db5882bf8def,91,HON,Bogran,1919-09-13,1920-02-01,Regular,Regular,Regular,1,OK,M,1849,1926,NA,NA,http://dbpedia.org/resource/Luis_Bogr%C3%A1n,0,1,0,0,NA,NA
ECU-1911-1,81f7451f-1e42-11e4-b4cd-db5882bf8def,130,ECU,Freile,1911-08-11,1911-08-31,Regular,Regular,Regular,0,Exile,M,1851,1926,NA,NA,NA,0,1,0,1,NA,NA
ECU-1911-3,81f7451f-1e42-11e4-b4cd-db5882bf8def,130,ECU,Freile,1911-12-22,1912-03-06,Regular,Regular,Regular,1,Exile,M,1851,1926,NA,NA,NA,0,1,0,1,NA,NA
BEL-1918-1,820a277e-1e42-11e4-b4cd-db5882bf8def,211,BEL,Geraard Cooreman,1918-11-11,1918-11-13,Regular,Regular,Regular,0,OK,M,1852,1926,1852-03-25,NA,NA,0,1,0,0,NA,NA
LUX-1915-1,820aead3-1e42-11e4-b4cd-db5882bf8def,212,LUX,Mathias Mongenast,1915-10-12,1915-11-06,Regular,Regular,Regular,0,OK,M,1843,1926,NA,NA,http://dbpedia.org/resource/Mathias_Mongenast,0,1,0,0,NA,NA
GMY-1920-2,82134f73-1e42-11e4-b4cd-db5882bf8def,255,GMY,Fehrenback,1920-06-25,1921-05-04,Regular,Regular,Regular,0,OK,M,1852,1926,1852-01-11,1926-03-26,http://dbpedia.org/resource/Konstantin_Fehrenbach,0,1,0,0,NA,NA
SWD-1917-1,82253da5-1e42-11e4-b4cd-db5882bf8def,380,SWD,Swartz,1917-03-29,1917-10-19,Regular,Regular,Regular,0,OK,M,1858,1926,1858-06-09,NA,http://dbpedia.org/resource/Carl_Swartz,0,1,0,0,NA,NA
TUR-1918,823d15a0-1e42-11e4-b4cd-db5882bf8def,640,TUR,Mehmet VI Vahidettin,1918-10-08,1922-11-01,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1861,1926,1861-01-14,NA,http://dbpedia.org/resource/Mehmed_VI,1,3,8,1,NA,NA
KOR-1907,8245189c-1e42-11e4-b4cd-db5882bf8def,730,KOR,Yi Ch'ok,1907-07-20,1910-08-29,Foreign Imposition,Foreign,Unknown,0,OK,M,1874,1926,NA,NA,NA,2,4,-999,0,NA,NA
JPN-1924,82460cbf-1e42-11e4-b4cd-db5882bf8def,740,JPN,"Kato, Takaaki",1924-06-11,1926-01-28,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1860,1926,1860-01-03,NA,http://dbpedia.org/resource/Kat%C5%8D_Takaaki,0,2,0,-777,NA,NA
HON-1907,81e6acb9-1e42-11e4-b4cd-db5882bf8def,91,HON,Davila,1907-04-18,1911-03-28,Irregular,Irregular,Unknown,0,Exile,M,1856,1927,NA,NA,NA,1,3,-999,1,NA,NA
COS-1902,81ea4c88-1e42-11e4-b4cd-db5882bf8def,94,COS,Ascension Esquivel Ibarra,1902-05-08,1906-05-08,Regular,Regular,Regular,0,OK,M,1848,1927,NA,NA,NA,0,1,0,0,NA,NA
COL-1918,81f406f7-1e42-11e4-b4cd-db5882bf8def,100,COL,Suarez,1918-08-07,1921-11-11,Regular,Regular,Regular,0,OK,M,1855,1927,1855-04-23,NA,http://dbpedia.org/resource/Marco_Fidel_Su%C3%A1rez,0,1,0,0,NA,NA
COL-1922,81f406f8-1e42-11e4-b4cd-db5882bf8def,100,COL,Nel Ospina,1922-08-07,1926-08-07,Regular,Regular,Regular,0,OK,M,1858,1927,1858-09-18,NA,http://dbpedia.org/resource/Pedro_Nel_Ospina,0,1,0,0,NA,NA
ECU-1905,81f7451e-1e42-11e4-b4cd-db5882bf8def,130,ECU,Garcia,1905-09-01,1906-01-15,Regular,Irregular,Unknown,0,Exile,M,1842,1927,NA,NA,NA,0,3,-999,1,NA,NA
PAR-1910,81ff173a-1e42-11e4-b4cd-db5882bf8def,150,PAR,Gondra,1910-11-25,1911-01-17,Regular,Irregular,Unknown,0,OK,M,1871,1927,1871-01-01,NA,NA,0,3,-999,0,NA,NA
PAR-1919,81ff480e-1e42-11e4-b4cd-db5882bf8def,150,PAR,Montero,1919-06-05,1920-08-15,Regular,Regular,Regular,0,Missing: No Information Found,M,1879,1927,1879-02-12,NA,http://dbpedia.org/resource/Juan_Esteban_Montero,0,1,0,-666,NA,NA
PAR-1920,81ff173a-1e42-11e4-b4cd-db5882bf8def,150,PAR,Gondra,1920-08-15,1921-10-30,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",1,OK,M,1871,1927,1871-01-01,NA,NA,0,3,8,0,NA,NA
URU-1915,82050108-1e42-11e4-b4cd-db5882bf8def,165,URU,Feliciano Viera,1915-03-01,1919-03-01,Regular,Regular,Regular,0,OK,M,1872,1927,1872-11-08,NA,NA,0,1,0,0,NA,NA
SWZ-1914,820e59cb-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Hoffman,1914-01-01,1914-12-31,Regular,Regular,Regular,0,OK,M,1857,1927,1857-06-08,NA,NA,0,1,0,0,NA,NA
ITA-1910,8218d788-1e42-11e4-b4cd-db5882bf8def,325,ITA,Luzzati,1910-03-30,1911-03-20,Regular,Regular,Regular,0,OK,M,1841,1927,1841-03-01,NA,http://dbpedia.org/resource/Luigi_Luzzatti,0,1,0,0,NA,NA
ALB-1918,821a2d60-1e42-11e4-b4cd-db5882bf8def,339,ALB,Turkhan Pasha,1918-12-28,1920-03-27,Foreign Imposition,Regular,Regular,0,Exile,M,1839,1927,NA,NA,NA,2,1,0,1,NA,NA
RUM-1914,821f84b0-1e42-11e4-b4cd-db5882bf8def,360,RUM,Ferdinand I,1914-10-11,1927-07-21,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1865,1927,NA,NA,NA,0,2,0,-777,NA,NA
NOR-1921,1977ee78-3bbd-11e5-afeb-eb6f07f9fec7,385,NOR,Blehr,1921-06-22,1923-03-05,Regular,Regular,Regular,1,OK,M,1847,1927,1847-02-17,NA,NA,0,1,0,0,NA,NA
DEN-1910,822756cc-1e42-11e4-b4cd-db5882bf8def,390,DEN,Bernsten,1910-07-05,1913-06-21,Regular,Regular,Regular,0,OK,M,1844,1927,1844-06-12,NA,http://dbpedia.org/resource/Klaus_Berntsen,0,1,0,0,NA,NA
MEX-1920-2,81e3d046-1e42-11e4-b4cd-db5882bf8def,70,MEX,Obregon,1920-12-01,1924-12-01,Irregular,Regular,Regular,0,OK,M,1890,1928,1890-02-19,1928-07-17,http://dbpedia.org/resource/%C3%81lvaro_Obreg%C3%B3n,1,1,0,0,NA,NA
COL-1909-1,81f3d624-1e42-11e4-b4cd-db5882bf8def,100,COL,J. Holguin,1909-07-08,1909-08-03,Regular,Regular,Regular,0,OK,M,1848,1928,1848-10-30,NA,http://dbpedia.org/resource/Jorge_Holgu%C3%ADn,0,1,0,0,NA,NA
